yt_id,path_to_wav,label,class
hRXQOLn-Jtk,hRXQOLn-Jtk_urban.wav,urban,0.0
FSJeIrMqNGA,FSJeIrMqNGA_rural.wav,rural,1.0
pTgEURY_b0U,pTgEURY_b0U_urban.wav,urban,0.0
RDQvUQMuRFc,RDQvUQMuRFc_rural.wav,rural,1.0
tDVLiB_jsro,tDVLiB_jsro_rural.wav,rural,1.0
lt-uoaxR-2Q,lt-uoaxR-2Q_rural.wav,rural,1.0
g2KGI99H8bY,g2KGI99H8bY_urban.wav,urban,0.0
19vkwrI2jik,19vkwrI2jik_rural.wav,rural,1.0
CozB8NRuuas,CozB8NRuuas_urban.wav,urban,0.0
XhAqMBqr5H8,XhAqMBqr5H8_urban.wav,urban,0.0
-ULfVISL2bk,-ULfVISL2bk_rural.wav,rural,1.0
niz2o--TS18,niz2o--TS18_rural.wav,rural,1.0
wQXRZXSffHA,wQXRZXSffHA_urban.wav,urban,0.0
H3SPQs7Gdc0,H3SPQs7Gdc0_urban.wav,urban,0.0
i-RmKOdpTJQ,i-RmKOdpTJQ_urban.wav,urban,0.0
CnTj9hnMs9Y,CnTj9hnMs9Y_urban.wav,urban,0.0
PeFgQPvjkqc,PeFgQPvjkqc_rural.wav,rural,1.0
9oqt-HO6HMY,9oqt-HO6HMY_urban.wav,urban,0.0
7GZ5dOCq29o,7GZ5dOCq29o_rural.wav,rural,1.0
sjOB9gYVabI,sjOB9gYVabI_rural.wav,rural,1.0
JZtyaKpUQjw,JZtyaKpUQjw_rural.wav,rural,1.0
8fYtw5sP7vE,8fYtw5sP7vE_urban.wav,urban,0.0
Rrw_1FfKCbM,Rrw_1FfKCbM_rural.wav,rural,1.0
VPOVepMZKJE,VPOVepMZKJE_urban.wav,urban,0.0
47goI4PYcXA,47goI4PYcXA_rural.wav,rural,1.0
U12OBIIKLWc,U12OBIIKLWc_urban.wav,urban,0.0
IUtzHu5XmOM,IUtzHu5XmOM_rural.wav,rural,1.0
w7JcebsOlWM,w7JcebsOlWM_urban.wav,urban,0.0
ZbkuxloGI9k,ZbkuxloGI9k_rural.wav,rural,1.0
E0rKhDGBn2o,E0rKhDGBn2o_urban.wav,urban,0.0
H5uMTTlStIA,H5uMTTlStIA_urban.wav,urban,0.0
0tffZdLjsj4,0tffZdLjsj4_rural.wav,rural,1.0
mxLgRR7uxr8,mxLgRR7uxr8_rural.wav,rural,1.0
AspvsUuTFbE,AspvsUuTFbE_urban.wav,urban,0.0
Y-c-eZx1aDo,Y-c-eZx1aDo_rural.wav,rural,1.0
xjjybwIEpR4,xjjybwIEpR4_rural.wav,rural,1.0
hbr4__A8Boc,hbr4__A8Boc_rural.wav,rural,1.0
nIREjxiomNU,nIREjxiomNU_rural.wav,rural,1.0
vxOMD89b7yk,vxOMD89b7yk_urban.wav,urban,0.0
j4ivkF-4g9g,j4ivkF-4g9g_rural.wav,rural,1.0
0jOAvZuo1SE,0jOAvZuo1SE_urban.wav,urban,0.0
qeSZ-Z1K92M,qeSZ-Z1K92M_rural.wav,rural,1.0
4DsoFfsVB6I,4DsoFfsVB6I_rural.wav,rural,1.0
PsZRmCc2qXE,PsZRmCc2qXE_rural.wav,rural,1.0
tRbE4HwCKXg,tRbE4HwCKXg_rural.wav,rural,1.0
ys6nTO_n8BY,ys6nTO_n8BY_urban.wav,urban,0.0
EyPgSK_d6Eo,EyPgSK_d6Eo_rural.wav,rural,1.0
LnSUnrArviE,LnSUnrArviE_urban.wav,urban,0.0
w7GSQ3g6-Zw,w7GSQ3g6-Zw_rural.wav,rural,1.0
PZ_FbFJsNZ8,PZ_FbFJsNZ8_rural.wav,rural,1.0
LiaoBZIwYW0,LiaoBZIwYW0_rural.wav,rural,1.0
f7IAJ7rODCY,f7IAJ7rODCY_urban.wav,urban,0.0
fe00nM5JJWA,fe00nM5JJWA_urban.wav,urban,0.0
3yxIuYN3XYE,3yxIuYN3XYE_urban.wav,urban,0.0
mFULxYUklM0,mFULxYUklM0_urban.wav,urban,0.0
y1yyBHhI1Xw,y1yyBHhI1Xw_urban.wav,urban,0.0
xL24tmpx9Dc,xL24tmpx9Dc_rural.wav,rural,1.0
y1xcYnEcU4Q,y1xcYnEcU4Q_rural.wav,rural,1.0
v8TU48Ji-K0,v8TU48Ji-K0_urban.wav,urban,0.0
ZudP-oUREQw,ZudP-oUREQw_rural.wav,rural,1.0
TYv6-DbRBDI,TYv6-DbRBDI_urban.wav,urban,0.0
n1-k0bAGr3E,n1-k0bAGr3E_urban.wav,urban,0.0
1PT9MzU7x9w,1PT9MzU7x9w_rural.wav,rural,1.0
BnkdxOI_X0c,BnkdxOI_X0c_urban.wav,urban,0.0
r6v1ktTptOE,r6v1ktTptOE_urban.wav,urban,0.0
sCjMjBILVds,sCjMjBILVds_rural.wav,rural,1.0
GE4iRu3gNVU,GE4iRu3gNVU_rural.wav,rural,1.0
-N_PL96IU7U,-N_PL96IU7U_urban.wav,urban,0.0
YenZuRTX82Q,YenZuRTX82Q_rural.wav,rural,1.0
CbRnQxTQFYA,CbRnQxTQFYA_rural.wav,rural,1.0
hKIT6SzqUF8,hKIT6SzqUF8_rural.wav,rural,1.0
Fj0-VTFeAjs,Fj0-VTFeAjs_urban.wav,urban,0.0
9Bz7owdAVVU,9Bz7owdAVVU_rural.wav,rural,1.0
-Cd1Wn7ThT4,-Cd1Wn7ThT4_rural.wav,rural,1.0
fd7OX30HjEU,fd7OX30HjEU_rural.wav,rural,1.0
YqZquPnrmfA,YqZquPnrmfA_rural.wav,rural,1.0
s8fmBHBVrrw,s8fmBHBVrrw_urban.wav,urban,0.0
twHrRD_Zlvw,twHrRD_Zlvw_urban.wav,urban,0.0
WNLWs8pwvE4,WNLWs8pwvE4_urban.wav,urban,0.0
SRmIp98tTMc,SRmIp98tTMc_urban.wav,urban,0.0
VfIzv3yEzcg,VfIzv3yEzcg_urban.wav,urban,0.0
hQquVzOMfa8,hQquVzOMfa8_urban.wav,urban,0.0
KMxu2-Im8bc,KMxu2-Im8bc_urban.wav,urban,0.0
VaSgbjL7nHs,VaSgbjL7nHs_urban.wav,urban,0.0
aOkRm_8CH8c,aOkRm_8CH8c_urban.wav,urban,0.0
DOFjsRREms8,DOFjsRREms8_urban.wav,urban,0.0
V5_zFBH4wqU,V5_zFBH4wqU_rural.wav,rural,1.0
IuQBk8oZUz8,IuQBk8oZUz8_rural.wav,rural,1.0
qMZHzXz3OBM,qMZHzXz3OBM_rural.wav,rural,1.0
bZX1hVjI1WU,bZX1hVjI1WU_urban.wav,urban,0.0
yvhY4eB_wzw,yvhY4eB_wzw_rural.wav,rural,1.0
vIM0xYa2hUo,vIM0xYa2hUo_urban.wav,urban,0.0
C2t_Xr_fUCI,C2t_Xr_fUCI_urban.wav,urban,0.0
hTmgTw3OopY,hTmgTw3OopY_urban.wav,urban,0.0
hchB5LC4O9c,hchB5LC4O9c_urban.wav,urban,0.0
iebqscTUkrs,iebqscTUkrs_rural.wav,rural,1.0
XwM9ArISHU8,XwM9ArISHU8_rural.wav,rural,1.0
3xFwFLbur98,3xFwFLbur98_rural.wav,rural,1.0
aYucreZjxb0,aYucreZjxb0_urban.wav,urban,0.0
51bXT5-IUGY,51bXT5-IUGY_urban.wav,urban,0.0
s20THZUU0hI,s20THZUU0hI_urban.wav,urban,0.0
uyPFVfoU2WQ,uyPFVfoU2WQ_urban.wav,urban,0.0
Vn_GQswwrnA,Vn_GQswwrnA_urban.wav,urban,0.0
Uijy9GFkA-c,Uijy9GFkA-c_urban.wav,urban,0.0
jenE4s9ZHvg,jenE4s9ZHvg_rural.wav,rural,1.0
GIKsD9N4pDE,GIKsD9N4pDE_urban.wav,urban,0.0
52gWo6PoyQU,52gWo6PoyQU_rural.wav,rural,1.0
Fw3-7NIGOHE,Fw3-7NIGOHE_urban.wav,urban,0.0
JxA6W8RLMWI,JxA6W8RLMWI_urban.wav,urban,0.0
OItjsrXA1sM,OItjsrXA1sM_rural.wav,rural,1.0
HMHhJEmZ8lQ,HMHhJEmZ8lQ_urban.wav,urban,0.0
afbD2rwJcx4,afbD2rwJcx4_rural.wav,rural,1.0
1FwCejK2XBU,1FwCejK2XBU_rural.wav,rural,1.0
q6XDhJGpwj0,q6XDhJGpwj0_urban.wav,urban,0.0
36A94m7jvPE,36A94m7jvPE_urban.wav,urban,0.0
rjRHIEuZQo8,rjRHIEuZQo8_urban.wav,urban,0.0
3DnMqlm7tLU,3DnMqlm7tLU_urban.wav,urban,0.0
eQYyUW-cxCk,eQYyUW-cxCk_rural.wav,rural,1.0
E0_yL65Qm-M,E0_yL65Qm-M_rural.wav,rural,1.0
D_TyrGaoRF0,D_TyrGaoRF0_urban.wav,urban,0.0
IfumLoyh4oc,IfumLoyh4oc_urban.wav,urban,0.0
uBb_q7K_QHE,uBb_q7K_QHE_urban.wav,urban,0.0
Mj2x-wy1Plk,Mj2x-wy1Plk_rural.wav,rural,1.0
rfhYyaQ_oj4,rfhYyaQ_oj4_urban.wav,urban,0.0
txN4b8nMEtI,txN4b8nMEtI_urban.wav,urban,0.0
8PkyM8bQAUE,8PkyM8bQAUE_urban.wav,urban,0.0
i7sGV8wa_fA,i7sGV8wa_fA_urban.wav,urban,0.0
ETtCBHqErLo,ETtCBHqErLo_rural.wav,rural,1.0
cukX6uF3HQY,cukX6uF3HQY_urban.wav,urban,0.0
0Usjo69Rrps,0Usjo69Rrps_urban.wav,urban,0.0
sLzImb3j77k,sLzImb3j77k_rural.wav,rural,1.0
jntDNmsf0EI,jntDNmsf0EI_urban.wav,urban,0.0
lC1RPo_7aCo,lC1RPo_7aCo_rural.wav,rural,1.0
FmtDns9eIM8,FmtDns9eIM8_rural.wav,rural,1.0
INU2Dsz017o,INU2Dsz017o_urban.wav,urban,0.0
WUcAfFWgJko,WUcAfFWgJko_urban.wav,urban,0.0
AOHdvkj6DPU,AOHdvkj6DPU_urban.wav,urban,0.0
8a3L5adRsv8,8a3L5adRsv8_urban.wav,urban,0.0
sDq7twZS000,sDq7twZS000_urban.wav,urban,0.0
F2xhqrdPLCk,F2xhqrdPLCk_rural.wav,rural,1.0
T6N40k87lug,T6N40k87lug_rural.wav,rural,1.0
ZmmATa-wDwo,ZmmATa-wDwo_rural.wav,rural,1.0
upQGCgwVyyA,upQGCgwVyyA_rural.wav,rural,1.0
qPkRvllMcbU,qPkRvllMcbU_urban.wav,urban,0.0
P-hcQ-kqOtU,P-hcQ-kqOtU_urban.wav,urban,0.0
10z2C1N8eEA,10z2C1N8eEA_rural.wav,rural,1.0
RFVjhSHDWTg,RFVjhSHDWTg_urban.wav,urban,0.0
0A5lcp2WFzI,0A5lcp2WFzI_urban.wav,urban,0.0
PAo-rwj7Ul4,PAo-rwj7Ul4_rural.wav,rural,1.0
VWUd1aYbND4,VWUd1aYbND4_rural.wav,rural,1.0
MLm93lpdAr8,MLm93lpdAr8_rural.wav,rural,1.0
TDBq7fcziw8,TDBq7fcziw8_rural.wav,rural,1.0
5ue9YQB2mUM,5ue9YQB2mUM_urban.wav,urban,0.0
n_PDcKygxzk,n_PDcKygxzk_rural.wav,rural,1.0
3nVEmjthuso,3nVEmjthuso_rural.wav,rural,1.0
wSjwGDgIltw,wSjwGDgIltw_rural.wav,rural,1.0
pUWktRTQWrk,pUWktRTQWrk_urban.wav,urban,0.0
7nPz9Ej8Z1E,7nPz9Ej8Z1E_urban.wav,urban,0.0
iqr3ocP9qeQ,iqr3ocP9qeQ_rural.wav,rural,1.0
ShDCFKGXdmk,ShDCFKGXdmk_rural.wav,rural,1.0
bRRGXJErHWY,bRRGXJErHWY_rural.wav,rural,1.0
CWQhZxepjKo,CWQhZxepjKo_rural.wav,rural,1.0
MaMA_6Yl3L0,MaMA_6Yl3L0_rural.wav,rural,1.0
pU67280TL0o,pU67280TL0o_rural.wav,rural,1.0
47ot04xgoig,47ot04xgoig_rural.wav,rural,1.0
i-9jw3mZWJY,i-9jw3mZWJY_rural.wav,rural,1.0
tDnHPoUtXDo,tDnHPoUtXDo_rural.wav,rural,1.0
KGK5bbEDmvY,KGK5bbEDmvY_urban.wav,urban,0.0
ji3gmnWELzo,ji3gmnWELzo_rural.wav,rural,1.0
BH0xs5zxjBA,BH0xs5zxjBA_rural.wav,rural,1.0
a01rt18-c5s,a01rt18-c5s_rural.wav,rural,1.0
58EOhmQ1-TA,58EOhmQ1-TA_urban.wav,urban,0.0
0vCUZHR9l3E,0vCUZHR9l3E_urban.wav,urban,0.0
19fcAInBxQQ,19fcAInBxQQ_rural.wav,rural,1.0
ns1Dm4QnUeo,ns1Dm4QnUeo_rural.wav,rural,1.0
g_gotDT2iqE,g_gotDT2iqE_urban.wav,urban,0.0
CHtXbCDlcJc,CHtXbCDlcJc_rural.wav,rural,1.0
CQTed8MuJ3Q,CQTed8MuJ3Q_rural.wav,rural,1.0
tcO-2N2BY0k,tcO-2N2BY0k_urban.wav,urban,0.0
RfYoUrRbOY0,RfYoUrRbOY0_urban.wav,urban,0.0
FMAGcCZVvhE,FMAGcCZVvhE_rural.wav,rural,1.0
5B6mBX8sF_A,5B6mBX8sF_A_urban.wav,urban,0.0
Gv7-JwPzbVc,Gv7-JwPzbVc_urban.wav,urban,0.0
v9KNVyU91-4,v9KNVyU91-4_rural.wav,rural,1.0
devxosrEmSQ,devxosrEmSQ_rural.wav,rural,1.0
fo9aeL3SvA0,fo9aeL3SvA0_urban.wav,urban,0.0
k4YU5R585Jw,k4YU5R585Jw_urban.wav,urban,0.0
M0qGfREHwFw,M0qGfREHwFw_rural.wav,rural,1.0
4TK_GwzYLYo,4TK_GwzYLYo_urban.wav,urban,0.0
iItwFncnSmI,iItwFncnSmI_rural.wav,rural,1.0
RRP2mtpOBaE,RRP2mtpOBaE_urban.wav,urban,0.0
Tdfx7SSkO50,Tdfx7SSkO50_rural.wav,rural,1.0
OPz3dmCDiI0,OPz3dmCDiI0_rural.wav,rural,1.0
Sk-vyFEIKRQ,Sk-vyFEIKRQ_rural.wav,rural,1.0
P3H-y8N5eQU,P3H-y8N5eQU_urban.wav,urban,0.0
U5hRoddZfPU,U5hRoddZfPU_urban.wav,urban,0.0
7GkI-6bhs7M,7GkI-6bhs7M_urban.wav,urban,0.0
B2PtX92PuUQ,B2PtX92PuUQ_urban.wav,urban,0.0
a9g1p_OL_84,a9g1p_OL_84_urban.wav,urban,0.0
MDFuXCHrKTc,MDFuXCHrKTc_rural.wav,rural,1.0
6kFwqtx9xbo,6kFwqtx9xbo_urban.wav,urban,0.0
l5IO1-PzEKg,l5IO1-PzEKg_rural.wav,rural,1.0
Kxgh_GERx_M,Kxgh_GERx_M_rural.wav,rural,1.0
i9t16epjaRo,i9t16epjaRo_rural.wav,rural,1.0
Ac87zKK8A8g,Ac87zKK8A8g_urban.wav,urban,0.0
TVWnZUik_8w,TVWnZUik_8w_urban.wav,urban,0.0
dTpbiZMaFBI,dTpbiZMaFBI_rural.wav,rural,1.0
9uPQEgu7bE0,9uPQEgu7bE0_urban.wav,urban,0.0
WCX0_otPn88,WCX0_otPn88_urban.wav,urban,0.0
kFuvGE0vZkE,kFuvGE0vZkE_rural.wav,rural,1.0
X_lCeOiwURQ,X_lCeOiwURQ_rural.wav,rural,1.0
R5ndgXbuOTY,R5ndgXbuOTY_rural.wav,rural,1.0
Zn4kNfLaXV8,Zn4kNfLaXV8_urban.wav,urban,0.0
ek8dc3KgFIk,ek8dc3KgFIk_urban.wav,urban,0.0
YBP2YX_5tQE,YBP2YX_5tQE_rural.wav,rural,1.0
e3b_DSBbPAQ,e3b_DSBbPAQ_urban.wav,urban,0.0
r1zJXjeoc4w,r1zJXjeoc4w_urban.wav,urban,0.0
E1JszK3RLs8,E1JszK3RLs8_urban.wav,urban,0.0
URI3IHqp1gw,URI3IHqp1gw_rural.wav,rural,1.0
MAnu4jJVTW0,MAnu4jJVTW0_rural.wav,rural,1.0
I1X_Nmn83L8,I1X_Nmn83L8_urban.wav,urban,0.0
2XzvmPF3UUg,2XzvmPF3UUg_urban.wav,urban,0.0
TdLq94nYWJA,TdLq94nYWJA_urban.wav,urban,0.0
GNC4LpG3jec,GNC4LpG3jec_rural.wav,rural,1.0
KsIH4l3-Hrg,KsIH4l3-Hrg_rural.wav,rural,1.0
wiXTUmCIwDE,wiXTUmCIwDE_rural.wav,rural,1.0
MgpKfyS6gBA,MgpKfyS6gBA_urban.wav,urban,0.0
XpC7rdSLFZc,XpC7rdSLFZc_urban.wav,urban,0.0
3dtX4Blde_Q,3dtX4Blde_Q_urban.wav,urban,0.0
xRWBIhUdOP8,xRWBIhUdOP8_urban.wav,urban,0.0
UyuKKx-YxHQ,UyuKKx-YxHQ_rural.wav,rural,1.0
RiHBQkPvHMw,RiHBQkPvHMw_urban.wav,urban,0.0
_i6oULsP098,_i6oULsP098_urban.wav,urban,0.0
EvT-X3e_-bA,EvT-X3e_-bA_rural.wav,rural,1.0
-VTAtBy_jiI,-VTAtBy_jiI_urban.wav,urban,0.0
opQJn1aJzBg,opQJn1aJzBg_rural.wav,rural,1.0
IpWRflndp7s,IpWRflndp7s_rural.wav,rural,1.0
uXIvKn4KMiE,uXIvKn4KMiE_rural.wav,rural,1.0
rREZuTekIgE,rREZuTekIgE_rural.wav,rural,1.0
bGLRJgBVFAM,bGLRJgBVFAM_urban.wav,urban,0.0
3TtjEd4lW0I,3TtjEd4lW0I_rural.wav,rural,1.0
DX4-Q_mv_kU,DX4-Q_mv_kU_rural.wav,rural,1.0
CJgl4DlODrQ,CJgl4DlODrQ_rural.wav,rural,1.0
-37B7tIjJSA,-37B7tIjJSA_rural.wav,rural,1.0
1vDAc1o0ZkY,1vDAc1o0ZkY_urban.wav,urban,0.0
B7xIZOyrdfw,B7xIZOyrdfw_urban.wav,urban,0.0
-6QX3C0u2qI,-6QX3C0u2qI_urban.wav,urban,0.0
PAacfekajGw,PAacfekajGw_rural.wav,rural,1.0
yuVR22V5XPQ,yuVR22V5XPQ_rural.wav,rural,1.0
NtJdN5aK1-U,NtJdN5aK1-U_urban.wav,urban,0.0
HLTwP5KGWL8,HLTwP5KGWL8_urban.wav,urban,0.0
hud42xXCe2E,hud42xXCe2E_urban.wav,urban,0.0
SHKTXDGaOSs,SHKTXDGaOSs_rural.wav,rural,1.0
kjwBR8jrCe8,kjwBR8jrCe8_urban.wav,urban,0.0
Jk3kl5S7ggc,Jk3kl5S7ggc_rural.wav,rural,1.0
vL-tLE4zojc,vL-tLE4zojc_urban.wav,urban,0.0
TcP97sjbEB0,TcP97sjbEB0_rural.wav,rural,1.0
j2EWu0L2kaY,j2EWu0L2kaY_urban.wav,urban,0.0
XZ_xiJqPW-Y,XZ_xiJqPW-Y_rural.wav,rural,1.0
7YKbQKDepek,7YKbQKDepek_urban.wav,urban,0.0
N4ZXnHFirM8,N4ZXnHFirM8_rural.wav,rural,1.0
ZL11YocIAeo,ZL11YocIAeo_urban.wav,urban,0.0
ingk-VQivh0,ingk-VQivh0_rural.wav,rural,1.0
O6SvfzjlgkY,O6SvfzjlgkY_rural.wav,rural,1.0
VIGAQcO-KTY,VIGAQcO-KTY_rural.wav,rural,1.0
aKs8K0FsNjY,aKs8K0FsNjY_urban.wav,urban,0.0
yQwKBb-AXog,yQwKBb-AXog_rural.wav,rural,1.0
9CvtQkZHJ7A,9CvtQkZHJ7A_rural.wav,rural,1.0
0bE0nPY-qys,0bE0nPY-qys_urban.wav,urban,0.0
OF7uX7XD1lA,OF7uX7XD1lA_urban.wav,urban,0.0
SxeGdFp2qFk,SxeGdFp2qFk_rural.wav,rural,1.0
xKLTzVt4YZM,xKLTzVt4YZM_rural.wav,rural,1.0
GZZKm1JuObA,GZZKm1JuObA_urban.wav,urban,0.0
C4eKtZegW2s,C4eKtZegW2s_rural.wav,rural,1.0
6zNjIYN5yMQ,6zNjIYN5yMQ_rural.wav,rural,1.0
xLhVHrbJc3I,xLhVHrbJc3I_urban.wav,urban,0.0
JLJHuS9C96g,JLJHuS9C96g_rural.wav,rural,1.0
oSCK2QnPuC0,oSCK2QnPuC0_rural.wav,rural,1.0
V7r6lfQxXNU,V7r6lfQxXNU_urban.wav,urban,0.0
NpMbj9p6IKk,NpMbj9p6IKk_urban.wav,urban,0.0
UN9t4rDgYMo,UN9t4rDgYMo_urban.wav,urban,0.0
8jevr-2fwhI,8jevr-2fwhI_rural.wav,rural,1.0
2WsnCUKcs_Y,2WsnCUKcs_Y_rural.wav,rural,1.0
lORmTFffY34,lORmTFffY34_rural.wav,rural,1.0
yLoQ5XodDEY,yLoQ5XodDEY_urban.wav,urban,0.0
5RgzjcAvK5c,5RgzjcAvK5c_urban.wav,urban,0.0
3O8Hqd1OsHc,3O8Hqd1OsHc_urban.wav,urban,0.0
cWglFj_Q44E,cWglFj_Q44E_urban.wav,urban,0.0
wPCVya7FjXI,wPCVya7FjXI_rural.wav,rural,1.0
8ER5XdPazHY,8ER5XdPazHY_rural.wav,rural,1.0
y1-Pk-Wk5ww,y1-Pk-Wk5ww_rural.wav,rural,1.0
03t97hiWnLc,03t97hiWnLc_urban.wav,urban,0.0
QDaxEQ63ldE,QDaxEQ63ldE_rural.wav,rural,1.0
sT0Lyrwyh5E,sT0Lyrwyh5E_rural.wav,rural,1.0
Y5FkjksF09Y,Y5FkjksF09Y_rural.wav,rural,1.0
EWxCsWoFkMU,EWxCsWoFkMU_rural.wav,rural,1.0
Udb_me3N8nQ,Udb_me3N8nQ_urban.wav,urban,0.0
KFSm9DPxMFo,KFSm9DPxMFo_urban.wav,urban,0.0
ZA1NZmFpOcw,ZA1NZmFpOcw_rural.wav,rural,1.0
7QNoPAr5O8U,7QNoPAr5O8U_urban.wav,urban,0.0
qdcFmLluRjs,qdcFmLluRjs_rural.wav,rural,1.0
OzMJCHI75W4,OzMJCHI75W4_rural.wav,rural,1.0
Sl3NxzXQiUw,Sl3NxzXQiUw_urban.wav,urban,0.0
ZLVMKtYQF5k,ZLVMKtYQF5k_urban.wav,urban,0.0
UlazITcdbrc,UlazITcdbrc_rural.wav,rural,1.0
6ptRpHFkLSQ,6ptRpHFkLSQ_rural.wav,rural,1.0
ClN1_v7OE2w,ClN1_v7OE2w_urban.wav,urban,0.0
ib9JSThP0YM,ib9JSThP0YM_rural.wav,rural,1.0
4cSYe3M8RZA,4cSYe3M8RZA_urban.wav,urban,0.0
G89QH4_LcwA,G89QH4_LcwA_urban.wav,urban,0.0
8hSu_E0SVGA,8hSu_E0SVGA_rural.wav,rural,1.0
OqzFCAW9LKE,OqzFCAW9LKE_rural.wav,rural,1.0
bdwBLQcj0JA,bdwBLQcj0JA_rural.wav,rural,1.0
IEwNaom5AkA,IEwNaom5AkA_rural.wav,rural,1.0
gGzizWuvE7E,gGzizWuvE7E_rural.wav,rural,1.0
-YezIlvLVWY,-YezIlvLVWY_rural.wav,rural,1.0
8L1UYqNcVn8,8L1UYqNcVn8_rural.wav,rural,1.0
sf1bLuPRwDY,sf1bLuPRwDY_rural.wav,rural,1.0
Oe15QTd6mJ4,Oe15QTd6mJ4_urban.wav,urban,0.0
-4ST8ru_k9Y,-4ST8ru_k9Y_rural.wav,rural,1.0
x_8srTL889U,x_8srTL889U_rural.wav,rural,1.0
P6sIkXeaD0s,P6sIkXeaD0s_urban.wav,urban,0.0
8SU5nTrPIYU,8SU5nTrPIYU_urban.wav,urban,0.0
7TjJQ7hgiiU,7TjJQ7hgiiU_urban.wav,urban,0.0
L4F4C6IzxEc,L4F4C6IzxEc_rural.wav,rural,1.0
9zzVvGh2gIM,9zzVvGh2gIM_rural.wav,rural,1.0
xH6COu9M9Gg,xH6COu9M9Gg_rural.wav,rural,1.0
QtJDuSM3nVo,QtJDuSM3nVo_rural.wav,rural,1.0
OK_7PE7xl6U,OK_7PE7xl6U_urban.wav,urban,0.0
3e2JCLFKeaw,3e2JCLFKeaw_rural.wav,rural,1.0
ArVSuCuaaLQ,ArVSuCuaaLQ_rural.wav,rural,1.0
B1yWEePLtxY,B1yWEePLtxY_rural.wav,rural,1.0
4JB0P2oo480,4JB0P2oo480_rural.wav,rural,1.0
c4SJwnV5_xs,c4SJwnV5_xs_urban.wav,urban,0.0
EZg_K2UrHRw,EZg_K2UrHRw_rural.wav,rural,1.0
6v5lbnApPCQ,6v5lbnApPCQ_rural.wav,rural,1.0
c3xUXMj37Q0,c3xUXMj37Q0_rural.wav,rural,1.0
xfhbLgHoZ8g,xfhbLgHoZ8g_urban.wav,urban,0.0
3c8UY5DT6Vk,3c8UY5DT6Vk_rural.wav,rural,1.0
6eftTfJghNQ,6eftTfJghNQ_rural.wav,rural,1.0
DQb5lGwpp5Y,DQb5lGwpp5Y_rural.wav,rural,1.0
aSKJbH3KGYQ,aSKJbH3KGYQ_urban.wav,urban,0.0
Bkoifp7Ub6w,Bkoifp7Ub6w_rural.wav,rural,1.0
P2m-uEOYgCI,P2m-uEOYgCI_urban.wav,urban,0.0
RfkWO4iaNk4,RfkWO4iaNk4_urban.wav,urban,0.0
D14ZI2B-q2E,D14ZI2B-q2E_urban.wav,urban,0.0
o_UzFpNyTeQ,o_UzFpNyTeQ_rural.wav,rural,1.0
ClQouQmimGw,ClQouQmimGw_rural.wav,rural,1.0
HMwSOQZ0A44,HMwSOQZ0A44_rural.wav,rural,1.0
pxa2mQ7EQfQ,pxa2mQ7EQfQ_rural.wav,rural,1.0
Ju6Eqg1UCLk,Ju6Eqg1UCLk_urban.wav,urban,0.0
1WamdkYKsB0,1WamdkYKsB0_urban.wav,urban,0.0
cFi4aV0m6B0,cFi4aV0m6B0_urban.wav,urban,0.0
e5OErwK580I,e5OErwK580I_rural.wav,rural,1.0
r9WwBvfrN34,r9WwBvfrN34_urban.wav,urban,0.0
RA4c4Ml2DbE,RA4c4Ml2DbE_urban.wav,urban,0.0
hJGILwUeeC0,hJGILwUeeC0_rural.wav,rural,1.0
2sjb-RRwJrI,2sjb-RRwJrI_rural.wav,rural,1.0
xJi8Oek6_iU,xJi8Oek6_iU_rural.wav,rural,1.0
cfwsrtprNCU,cfwsrtprNCU_rural.wav,rural,1.0
6s2RogR-vzY,6s2RogR-vzY_rural.wav,rural,1.0
QJvzg6N4hzs,QJvzg6N4hzs_rural.wav,rural,1.0
b1JYOFUOXPE,b1JYOFUOXPE_rural.wav,rural,1.0
NJPXQZrnpO0,NJPXQZrnpO0_rural.wav,rural,1.0
uenoR4Ev6f0,uenoR4Ev6f0_rural.wav,rural,1.0
rNMGWcvhR4I,rNMGWcvhR4I_rural.wav,rural,1.0
x7lToqUb7_I,x7lToqUb7_I_rural.wav,rural,1.0
WPORR8hhbZU,WPORR8hhbZU_urban.wav,urban,0.0
sBMUUhUVwSU,sBMUUhUVwSU_urban.wav,urban,0.0
M4MiOtv-3Lw,M4MiOtv-3Lw_rural.wav,rural,1.0
2oC2jm_0mdw,2oC2jm_0mdw_rural.wav,rural,1.0
RwiJNiaM0tY,RwiJNiaM0tY_rural.wav,rural,1.0
423Sfp-xXsQ,423Sfp-xXsQ_rural.wav,rural,1.0
ZwV89mDGeFM,ZwV89mDGeFM_rural.wav,rural,1.0
gn40Z2gV-RI,gn40Z2gV-RI_urban.wav,urban,0.0
X96XoamVytk,X96XoamVytk_urban.wav,urban,0.0
Wi3fJwK53QI,Wi3fJwK53QI_rural.wav,rural,1.0
oKEM7I2Acb0,oKEM7I2Acb0_urban.wav,urban,0.0
0vZoGY3R5YQ,0vZoGY3R5YQ_urban.wav,urban,0.0
WLdRT1E-3Q4,WLdRT1E-3Q4_rural.wav,rural,1.0
CeVyfA_Thts,CeVyfA_Thts_rural.wav,rural,1.0
eQRMHnJGtrM,eQRMHnJGtrM_urban.wav,urban,0.0
Lnrw8UY1gtk,Lnrw8UY1gtk_rural.wav,rural,1.0
Av9sj7LpEX4,Av9sj7LpEX4_rural.wav,rural,1.0
